2545.3,1340.2,1828.5,1597,546.43,1664.3,1071.7,1555.7
2578.9,1335.1,1823.6,1589.8,542.89,1655.9,1069.7,1547.6
2588.3,1329.6,1820,1582.5,539.3,1649,1067.2,1542.7
2576.4,1325.8,1816.2,1576,535.46,1641.7,1062.6,1538.9
2556.4,1319.8,1813.5,1569.7,531.75,1635.5,1061.1,1532.7
2526.9,1315.8,1809.8,1564.3,528.73,1626.9,1057.5,1528.1
2469,1310.6,1806.8,1558.2,525.21,1620.6,1055.8,1522.7
2400.6,1306.8,1803.8,1551.8,522.59,1614.6,1052.9,1518.5
2350.1,1303.5,1800.4,1546.6,519.56,1608,1051.2,1514.9
2308.7,1299.6,1796.5,1541.4,516.85,1602,1049.2,1508.2
2273.7,1296.1,1794.5,1536.6,513.77,1597,1046,1505.7
2242,1292.4,1792.8,1531.8,510.14,1591.5,1043.5,1502.1
2213.8,1288,1788.9,1526.6,507.05,1586.3,1040.1,1498.2
2189.4,1283.7,1787.3,1522,504.32,1579,1038.5,1493.8
2167.1,1280.7,1783,1517.7,501.56,1573.9,1036.7,1489.7
2145.8,1276.3,1780.5,1513.3,498.91,1567.2,1034.8,1486.3
2125.2,1273.6,1778,1508.3,495.68,1563.2,1032.8,1482.8
2104.7,1270,1775.2,1503.9,494.32,1558.1,1028.9,1480.3
2088.4,1266.7,1773.2,1499.8,490.51,1552.5,1027.1,1474.8
2071.1,1262.2,1771.5,1495.8,488.88,1547.9,1025.9,1472
2054.1,1259.6,1769.3,1492.4,485.01,1542.8,1024.1,1468.6
2036.8,1256.9,1768.1,1489.2,483.07,1538.4,1022.7,1464.9
2020.8,1255.4,1763.7,1486,480.96,1535.4,1020.3,1463
2006.2,1253.2,1763,1482.5,478.75,1530.3,1018.5,1460
1992.3,1250,1760.9,1479.9,475.7,1525.4,1016.7,1456.2
1980.3,1246.8,1760.2,1476.4,473.91,1522.3,1015.8,1453.8
1970.7,1244.6,1757.5,1474.3,471.89,1518.3,1013.3,1451
1959.1,1243,1756.3,1470.9,470.09,1513.6,1013.6,1447.4
1949.4,1240.1,1755,1468.1,468.89,1510.3,1011.7,1445.3
1940.6,1239.5,1754.2,1465.3,464.77,1505.3,1010.4,1442.5
1928.2,1237.1,1752.9,1463.1,461.78,1505.6,1007.4,1440.5
1911,1235.5,1750.8,1460.3,461.62,1499.8,1008,1438.7
1896,1233.9,1750.2,1458.3,459.28,1497.4,1005.7,1436.3
1881.8,1231.7,1748.8,1456.5,457.41,1493.2,1004.3,1433.8
1872.6,1229.1,1747.3,1453.6,455.05,1491.1,1001.9,1431
1862.5,1226.7,1745.5,1451.8,454.37,1486.9,1002.6,1427.5
1852.1,1226.4,1743.1,1449.6,450.75,1483.4,1000.5,1426.1
1846.6,1224.7,1743,1446.1,449.73,1480.6,999.39,1424.7
1841.4,1224.4,1741.8,1445.6,446.62,1478.7,996.9,1423.5
1837.1,1222,1741.6,1443.9,445.89,1475,996.64,1421.1
1828.8,1220.5,1740.3,1441.2,445.31,1471,996.71,1417.9
1825.4,1219.3,1739.1,1439.2,441.89,1469.4,994.93,1416.3
1819.8,1219.3,1737.6,1438.8,439.79,1466.1,994.29,1414.3
1815,1216.5,1736,1435.9,438.53,1464.3,992.08,1412.1
1808.8,1215.2,1733.7,1434.8,436.12,1463.6,991.45,1411.7
1804.3,1215,1734.2,1433.2,433.76,1460.3,991.31,1410.4
1801.7,1215,1740,1433.2,432.57,1459.2,991.16,1408.8
1801.9,1215.3,1746.4,1432.7,430.43,1455.2,990.58,1407.5
1795.7,1213.4,1749.3,1432.7,428.87,1452.9,990.26,1407.3
1795.7,1210.7,1749,1432.9,426.18,1449,989.21,1406.6
1793.5,1208.4,1745.5,1431,424.52,1445.6,988.5,1406.6
1788.9,1206.8,1744,1431.4,422.6,1440,988.15,1405.1
1784.1,1204.8,1741.5,1432.4,419.17,1439.1,988.09,1412.1
1779.7,1215.8,1764.1,1457.5,418.69,1453.9,1011.7,1478.3
1785.1,1289.5,1882.3,1605.8,417.09,1541,1077,1711.3
1809.7,1477,2113.1,1970.2,417.45,1745.2,1158.5,2113.3
1854.5,1773.8,2355.7,2507.2,419.54,2032.1,1225.7,2570.3
1916.8,2124.3,2540,3071,423.69,2342.2,1276.9,2987.9
1991.7,2464.8,2669,3554.5,429.23,2633.2,1313,3328.7
2077.9,2759.6,2753,3926.1,435.31,2881.9,1336,3588.8
2168,2997.9,2807.2,4193.9,441.32,3084.3,1353.8,3777.6
2263.5,3191.1,2844.4,4379.7,449.35,3250.4,1366.7,3915.2
2360.5,3346.2,2870.8,4512.3,457.07,3391.4,1375.7,4022.1
2460,3478.8,2893.1,4611.9,464.74,3509.1,1384.5,4106.1
2558.1,3590.3,2911.9,4689.5,473.01,3614,1391.7,4175.6
2657.4,3688.2,2927,4750.7,480.71,3707.7,1399.2,4235.2
2755.5,3776,2943.4,4806.1,486.64,3790,1403.4,4285.5
2850,3856.3,2956.2,4851.2,494.01,3864.4,1407.4,4328.8
2945.7,3924.9,2968.3,4890.5,502.89,3930.2,1413.5,4366.4
3036.7,3988.2,2979.7,4926.8,509.92,3992.1,1416.3,4403.4
3123.8,4045.9,2989.9,4959,517.68,4045.6,1420.4,4435.3
3205.4,4098.4,2999.1,4989,524.06,4095.6,1423,4462.8
3286.1,4146,3004.5,5014.7,530.95,4141.8,1424.3,4489
3361.6,4188.8,3012.9,5035.6,538.37,4181.8,1428,4509.8
3434.8,4228.6,3018.9,5056.8,544.7,4218.1,1430.2,4529.5
3505.6,4264.8,3025.8,5076.5,551.18,4251.4,1431.6,4546.6
3571.1,4298.3,3030.1,5093,556.1,4283.1,1433.4,4566.1
3635,4328.5,3035.8,5108.7,563.26,4311.2,1434.9,4582.7
3697.5,4357.3,3040.2,5124.4,569.08,4337.6,1437.1,4598.6
3755.5,4382.2,3044.2,5138.4,572.16,4363.3,1437.6,4612
3810.9,4406.2,3048.7,5150.2,577.86,4384.6,1439.1,4624.6
3862.7,4427.1,3051.5,5160.2,582.58,4404.9,1439.6,4635.1
3914.5,4450,3056.3,5170.5,587.22,4427.1,1440,4644.5
3959.7,4471.2,3060.6,5180.2,592.34,4445.4,1442.1,4654.1
4004.3,4492.3,3064,5191.2,596.41,4464.1,1442.1,4664.8
4043.2,4511,3065.8,5197.7,600.66,4481.3,1442.1,4671.9
4081.1,4529.7,3069.3,5202.7,604,4498.1,1442.6,4675.2
4119.4,4545.8,3070.5,5206.2,608.06,4511.7,1443.6,4679.5
4155.7,4560.3,3071.3,5208.9,612.45,4524.4,1444.1,4683.4
4190.8,4574.7,3073.9,5211.2,615.84,4536.8,1444.5,4686.4
4224.2,4588.7,3074.7,5213.1,618.52,4549.1,1443,4689.7
4257.1,4601.2,3076.8,5215.7,622.09,4556.8,1445.5,4692.7
4287.8,4613.4,3077.9,5220.1,623.82,4567.3,1444.5,4696.2
4316.2,4623.2,3077.7,5223.5,626.67,4574.8,1445.3,4699.6
4344.9,4631.2,3078.9,5227.5,629.89,4583.3,1443.1,4707.7
4370.5,4639.8,3078.6,5233.1,633.39,4589,1445.9,4711.4
4397.8,4646.9,3079.9,5237.6,636.33,4595.7,1445.2,4717.6
4423.4,4652.2,3081.9,5240.6,639.21,4601.4,1445.7,4721.1
4447.7,4658.5,3081.1,5244.7,641.13,4607,1445.7,4725.7
4470.5,4663,3082.9,5248.9,642.92,4610.7,1444.7,4729.8
4492.1,4667.3,3080.8,5250.3,646.11,4613.5,1445.6,4731.3
4514.1,4672.3,3080.6,5248.5,649.57,4619.8,1445.6,4732.5
4533.5,4677.9,3081.6,5250,650.76,4623.1,1445.4,4734.3
4554.3,4682.8,3082.2,5250.3,652.46,4627.2,1445.4,4734
4572.4,4688.4,3083.1,5249.7,654.92,4632.6,1444,4735.4
4589,4693,3082.3,5248.1,657.93,4633.5,1444.6,4732.2
4611,4694.9,3081.1,5244.5,660.13,4633.7,1443.2,4730.9
4634.5,4698.1,3080.3,5241.1,661.14,4637.3,1443.2,4726.5
4656,4699.4,3078.9,5233.3,662.77,4639.5,1442.4,4724.1
4673.8,4703.4,3078.9,5231.4,664.09,4639.8,1441.2,4723.5
4689.1,4706.7,3077.1,5225.4,667.32,4640.9,1440.9,4719.3
4702.8,4708.8,3076.8,5221.6,668.88,4641.9,1439.8,4715.7
4717,4707.8,3074.4,5217,669.76,4642,1439.2,4712.4
4727.5,4707.6,3073.2,5212,671.59,4642.5,1438.8,4709.3
4739.5,4707.5,3072.6,5204.4,673.96,4641.1,1439.1,4705
4747.2,4709.7,3071.4,5200.9,675.22,4642.7,1437.5,4700.9
4757,4709.7,3069.1,5195.4,677.24,4643.1,1436.1,4697.1
4764.9,4710,3067.6,5189.5,678.36,4640.9,1437.3,4693.5
4775.8,4708.4,3068.3,5185.7,679.64,4641.1,1435,4693.8
4784.4,4707.5,3066,5185.6,681.28,4640.4,1436.2,4694.3
4795.6,4706,3065.9,5187.5,680.06,4640.6,1436,4697.7
4803.9,4704.7,3065,5191.3,682.2,4638.5,1435.6,4698.9
4817.7,4704.8,3064.2,5194.1,682.34,4640.4,1435.2,4704.6
4830.9,4703.7,3066.1,5198,684.11,4638.6,1435.2,4707.4
4842.5,4708.9,3065.1,5204.6,685.23,4640.5,1434.9,4712.6
4853.1,4708.8,3065.9,5208.5,685.7,4640.3,1434.7,4715.5
4864,4709.4,3067.3,5210.2,687.71,4639.5,1435.6,4716
4872.9,4710.7,3066.7,5213.2,688.99,4639.4,1435.1,4718.4
4882,4710.9,3067.6,5211.4,689.03,4639.9,1434.5,4716.8
4888.7,4712.3,3067,5211.8,689.59,4642.3,1434,4716.1
4895.4,4714.5,3065.3,5209.6,689.93,4643.1,1432.7,4714.7
4902.5,4717.8,3066.7,5208.8,691.34,4643.2,1432.8,4711.9
4907.8,4720.6,3066.9,5204.7,692.5,4647,1432.9,4710.2
4913.3,4723.2,3067.4,5204.4,691.6,4648.9,1432,4709.9
4919.5,4726.6,3067.2,5202.2,693.94,4650.1,1431.9,4704.6
4924.7,4729.4,3068.4,5199.9,694.83,4651.5,1433.1,4700.4
4930,4731.7,3069.2,5197.2,695.51,4655.2,1431.8,4699.9
4934.3,4737,3068.9,5200,696.04,4657.9,1431.9,4698.7
4939.6,4742.2,3070.1,5202.1,697.6,4661.8,1431,4700.5
4943.2,4747.8,3070.7,5205.1,697.67,4664.7,1431.6,4702.1
4947.4,4749,3072.2,5206.2,699.58,4665.7,1431,4703.9
4952.2,4753.3,3071.1,5209.6,699.17,4667.2,1431.7,4703.6
4955.5,4756.8,3070.6,5212.3,699.17,4669.3,1430.6,4707.3
4960.6,4756.1,3071.4,5213.9,701.26,4667.5,1431.9,4709.4
4963.9,4757.3,3072,5216.6,701.92,4667.5,1430.5,4711
4969.1,4757.1,3071.9,5215.8,703.8,4666.3,1431.1,4710.5
4971.9,4757.1,3069.5,5217.8,702.31,4666,1430.4,4715.5
4975.7,4755.6,3071.1,5218.7,703.56,4665.5,1430,4718.9
4980.4,4759.1,3071.3,5220.5,703.43,4667.1,1430,4718.1
4981.5,4761.1,3073,5220.1,704.3,4665.8,1428.4,4717.5
4991.6,4761.8,3074.3,5219.7,705.01,4662.2,1428.8,4715.4
5003.3,4757.3,3073.9,5213.7,706.67,4658.1,1430.2,4707.7
5013,4753.4,3072.9,5207.6,707.31,4652.7,1427,4702.1
5020.5,4747.1,3067.3,5198,707.47,4643.8,1425.1,4687.1
5025.7,4732,3053.4,5169.5,707.16,4621.6,1417.2,4643.5
5025.8,4695,3024.6,5104.3,707.56,4577.5,1406.9,4564.8
5022.1,4637.8,2983.9,5008.6,706.5,4516.5,1393,4460.5
5008.6,4569.7,2937.2,4888.4,706.36,4442.6,1377.8,4343.8
4994.1,4491.8,2889.2,4755.7,704.6,4361.7,1361.5,4222
4972.5,4406.4,2839.9,4622,703.52,4275.7,1346.1,4099.6
4944.3,4320.3,2793.2,4490.1,699.2,4188.9,1329.9,3981.3
4911.3,4231.6,2747.3,4360.5,696.32,4100,1315.7,3866.9
4873.7,4141.4,2705,4235.4,691.97,4010,1301.8,3756.1
4832.2,4054.7,2661.1,4118.9,687.44,3922.8,1287,3654.3
4788.5,3970.5,2622.5,4011.6,681.74,3838.3,1273.2,3557.6
4742.7,3886.2,2585,3909.2,677.43,3753.1,1262.2,3466.2
4693.1,3806.3,2548.8,3813.4,672.13,3673,1250.1,3381.6
4641.3,3729.1,2515.3,3727.1,665.3,3598.5,1238.6,3305.3
4588.5,3656.4,2484.6,3647.8,659.87,3526.6,1229.5,3237.3
4534.4,3593.2,2458,3583,652.8,3463.9,1220.7,3184.1
4479.8,3538.5,2440.6,3540.7,646.28,3411.4,1214.9,3153.1
4423,3505.4,2430.9,3534.6,639.19,3376.7,1211.7,3154
4366.5,3494.5,2430.9,3573.6,632.9,3360.4,1213.8,3194
4310.5,3509.4,2441.1,3666.8,625.35,3369.2,1218.2,3275.8
4256.7,3550.7,2462,3811,619.25,3400.5,1225.5,3397.9
4204.8,3615,2490.7,4009.9,612.5,3454.5,1235.3,3556
4154.5,3706.2,2523.8,4249.5,607.52,3528.9,1247.1,3741.8
4107.5,3819.1,2558.8,4518.9,600.58,3621,1257.3,3946.6
4062.2,3947,2596,4798.8,594.64,3725.7,1268.7,4159.3
4019.6,4088.8,2633.9,5081,589.8,3840.8,1281.2,4371
3979.9,4237.8,2669.7,5354.8,584.57,3962.9,1291.3,4579.2
3942.3,4394.3,2700.3,5610,580.18,4087.6,1300,4776.5
3907.5,4549.7,2730.7,5847.3,575.81,4215.8,1309.2,4961.4
3874,4705.4,2758.2,6066.4,571.46,4338.9,1319,5130.9
3844.5,4857.3,2783.9,6265.4,567.82,4459.9,1326.7,5286.4
3816.3,5002.3,2807.7,6444.2,562.79,4578.5,1331.8,5432.2
3791.4,5141.4,2828.4,6608.9,558.94,4690.1,1338.5,5561.8
3766.4,5274.6,2848.1,6757,556.37,4795.4,1346.7,5677.6
3741.2,5399.5,2866.5,6891.5,551.7,4897.2,1349.7,5786.5
3720.1,5516.6,2883.7,7010.2,548,4993.1,1355.5,5883.1
3699.6,5626.8,2897.8,7120.8,543.63,5083.3,1359.7,5971.9
3680.6,5729.6,2912.1,7218.8,539.75,5167.8,1363,6053.6
3662.2,5826.6,2924.1,7308.5,536.66,5246.6,1366.9,6126.4
3645.4,5916.3,2936.6,7389.5,534.35,5318.1,1370.9,6195.6
3628.7,5999.4,2949.7,7468.4,531.42,5386.2,1372.8,6256.3
3614.2,6079.3,2959.5,7538.9,527.97,5451.5,1376.8,6314.7
3600.1,6152.8,2969.5,7604.9,525.18,5509.5,1379.7,6368.2
3584.3,6223.9,2978.7,7664.8,522.27,5567.8,1382.3,6417.1
3570.5,6289.4,2988.8,7722.4,519.61,5620.3,1384.5,6463.8
3557.2,6352,2996.5,7775,517.45,5669.1,1388.3,6507.7
3544.2,6409,3005.7,7826.9,514.04,5715.8,1389.1,6549
3531.7,6462.5,3013.5,7871.3,511.69,5759.5,1392.3,6587
3519.6,6514.1,3021.1,7916.6,508.3,5800.2,1394.3,6621.2
3508.3,6563.1,3027.8,7955.1,505.57,5839.2,1395.7,6654.2
3496.4,6607.7,3034,7992.7,504.57,5872.3,1399.4,6681.3
3486.1,6652.4,3038.9,8027.8,500.1,5908.1,1399.2,6711.6
3475.8,6691.2,3045.2,8059.4,497.99,5940.5,1399.6,6736.3
3466,6727.5,3049.4,8089.8,493.85,5969.8,1401.6,6760.8
3456,6760.1,3053.9,8115.8,492.3,5996.4,1402.1,6782.7
3446.3,6791,3057.6,8140.5,489.74,6022.3,1403.1,6803.7
3436.4,6822.7,3062.1,8166.5,487.57,6047.2,1405.8,6822.2
3426.7,6851.8,3065.9,8188.1,485.81,6071.4,1405.4,6839.4
3417.8,6879.5,3070.9,8206.9,482.84,6093.6,1406.6,6856.3
3407.3,6910,3074.7,8226.3,481.09,6115.1,1407.4,6869.3
3395.9,6935.8,3079.1,8244.6,477.86,6135.5,1408,6882.1
3386.1,6963.2,3081.5,8261.2,475.44,6154.2,1408.4,6892.5
3374.5,6985.6,3084,8273.4,472.31,6171.1,1409.5,6904.9
3366.2,7005.5,3087,8283.3,470.1,6187.4,1407.3,6913.2
3359.3,7022.8,3088.5,8292.6,468.44,6199,1408.8,6919.8
3351.7,7037,3086.9,8295.7,466.12,6211.7,1409.1,6919.9
3344.5,7045.5,3084.6,8293.3,463.2,6218.9,1407.7,6915.6
3340.9,7050.2,3080.3,8276.4,461.59,6223.5,1406.2,6905.9
3335.6,7056,3078.8,8265,459.08,6226.9,1405.7,6896.7
3330.3,7060.3,3076.2,8251.1,456.76,6229,1405,6888.3
3326.2,7063.6,3074.8,8243.3,455.43,6232.2,1405.2,6884.3
3322,7067.3,3074.7,8237.1,452.95,6235.7,1405.7,6881.6
3317.9,7074.2,3074.7,8236.3,451.67,6240.9,1404.6,6882.9
3313.1,7079.6,3073.7,8238.9,448.62,6244.5,1404.4,6884.1
3309.6,7083.3,3075,8241,447.88,6249.6,1403.9,6887.4
3305.8,7093.8,3074.7,8245.9,444.29,6255.2,1402.9,6890.8
3301.7,7100.7,3074.2,8255.1,443.82,6259.3,1404.9,6893.7
3297.9,7108.3,3076,8260.4,441.2,6264.6,1404.3,6896.8
3293.3,7114.6,3077.4,8267.3,440.84,6269.4,1404,6902.3
3290.1,7125.2,3076.1,8271.6,438.23,6276.2,1404,6905.7
3284.5,7130.8,3077.4,8275.6,436.13,6281,1404.3,6909.2
3279,7137.9,3077.2,8280.4,434.06,6285.2,1403.2,6911.6
3276.3,7145.8,3078.3,8285.4,432.17,6290.5,1401.8,6915.3
3273.9,7152.1,3077,8287.4,431.57,6293.9,1402.6,6916.1
3269.2,7158.3,3077.6,8291.7,429.91,6298.7,1403,6916.9
3264.9,7165.8,3077.2,8298.3,428.16,6303.9,1402.3,6921.6
3262,7172.4,3077,8302.6,426.99,6307.3,1403,6924.8
3261,7178.5,3078.7,8308.2,424.89,6310.9,1401.7,6928.6
3257.4,7183.8,3078.5,8314.1,423.4,6314.9,1401.9,6932.2
3254.9,7187.9,3077.8,8317.3,421.43,6319.8,1401.1,6934.2
3251.9,7194.9,3080,8319.7,421.7,6323.1,1401.9,6935.5
3248.1,7201.3,3078.3,8321.1,420.4,6327.2,1401.7,6937.5
3244.5,7206.1,3076.4,8325.8,418.45,6330.7,1401.1,6941.4
3241.9,7211.9,3076.3,8328.2,416.84,6334.4,1400.3,6943
3239.8,7214.2,3075.4,8328.5,415.79,6337,1399.8,6942.4
3237.5,7222,3074.8,8332.4,413.84,6340.8,1400,6940.7
3234.7,7225.8,3073.3,8332.4,412.93,6344.2,1399.8,6939.6
3232.4,7228.8,3072,8329.7,412.13,6347.5,1399.4,6938.2
3230.3,7234.2,3073.3,8328.3,411.19,6350.9,1398.7,6938.7
3227.8,7242.3,3072.1,8329.1,409.28,6355.7,1398.7,6936.1
3225.7,7247.4,3073.8,8328.7,408.76,6358.7,1398.4,6936.4
3223.1,7251.7,3072.7,8326.9,408.65,6360.7,1399.1,6931.2
3221.6,7250.1,3065.8,8318.2,406.38,6359.4,1395.1,6911.6
3219.4,7220.9,3050.4,8262.2,405.5,6329.7,1388.6,6847.8
3214.3,7158.2,3017.7,8141.3,403.85,6279.8,1378.7,6743.1
3210.6,7065.7,2975.8,7967.1,402.72,6208.6,1367.2,6603.4
3202.5,6952.6,2928.1,7755.4,401.68,6121.9,1353.7,6443
3195.1,6824.8,2877.9,7518.2,400.92,6022.8,1340.9,6270.3
3184.3,6684,2826.5,7275.4,398.81,5916.4,1326.2,6092
3173.7,6537.5,2778,7030.5,397.04,5804,1312.8,5913.1
3159.6,6384.6,2730.3,6789.9,396.86,5687,1299.6,5736.3
3147.8,6231.3,2684.4,6558.5,393.76,5569,1286.6,5564.3
3133.2,6078.5,2640.4,6335.4,393.22,5449.4,1273.1,5399
3115.9,5926.5,2598.6,6124.8,391.08,5331.1,1260.9,5242
3099.6,5780.1,2558.7,5925.2,390.2,5213.9,1248.7,5092.1
